"curs","any","codi_centre","denominaci_completa","codi_naturalesa","nom_naturalesa","codi_titularitat","nom_titularitat","adre_a","codi_postal","tel_fon","codi_delegaci","nom_delegaci","codi_comarca","nom_comarca","codi_municipi","codi_municipi_6","nom_municipi","codi_districte_municipal","nom_dm","codi_localitat","nom_localitat","coordenades_utm_x","coordenades_utm_y","coordenades_geo_x","coordenades_geo_y","e_mail_centre","url","imatge","einf1c","einf2c","epri","eso","batx","aa01","cfpm","ppas","aa03","cfps","ee","ife","pfi","pa01","cfam","pa02","cfas","esdi","escm","escs","adr","crbc","idi","dane","danp","dans","muse","musp","muss","tegm","tegs","estr","adults","geo_1"
"2022/2023","2022","43010347","Institut Marta Mata","1","Públic","01","Departament d'Educació","c. Domènech Sugrañes i Gras, s/n","43840","977353242","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342496.064","4549599.503","1.124925577","41.082411185","e3010347@xtec.cat","http://institutmartamata.cat",,,,,"ESO","BATX","AA01",,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1124925577 41082411185)"
"2022/2023","2022","43010921","Llar d'infants La Balena Blava","1","Públic","04","Corporacions Locals","c. de Barcelona, 95","43840","977383409","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343199.613","4550008.715","1.133192732","41.086231416","e3010921@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1133192732 41086231416)"
"2022/2023","2022","43011200","EOI de Salou","1","Públic","01","Departament d'Educació","pg. 30 d'octubre, 4","43840","977353008","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343855.344","4549930.273","1.141015593","41.085651373","e3011200@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,"IDI",,,,,,,,,,,"POINT (1141015593 41085651373)"
"2022/2023","2022","43011765","CFA Àgora","1","Públic","04","Corporacions Locals","av. de Pau Casals, s/n","43840","977388851","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342624.191","4549692.600","1.126426328","41.083274171","e3011765@xtec.cat","https://agora.xtec.cat/cfaagorasalou/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1126426328 41083274171)"
"2022/2023","2022","43012022","Llar d'infants Cavallet de Mar","1","Públic","04","Corporacions Locals","c. de Domènech Sugrañes i Gras","43840",,"0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342496.064","4549599.503","1.124925577","41.082411185","e3012022@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1124925577 41082411185)"
"2022/2023","2022","43012666","EIC","2","Privat","22","Fundacions","c. Salvador Espriu, s/n","43840",,"0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","344607.361","4550635.516","1.149786106","41.092145026","e3012666@xtec.cat",,,"EINF1C","EINF2C","EPRI","ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1149786106 41092145026)"
"2022/2023","2022","43003185","Escola La Canonja","1","Públic","01","Departament d'Educació","c. Carrasco i Formiguera, 8","43110","977545627","0143","Tarragona","36","Tarragonès","43907","439076","La Canonja","00",,"01","La Canonja","347607.883","4553645.978","1.184748594","41.119817913","e3003185@xtec.cat","http://blocs.xtec.cat/escolalacanonja/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1184748594 41119817913)"
"2022/2023","2022","43008237","LLI privada Mare de Déu de l'Esperança","2","Privat","22","Fundacions","c. Major de Masricart, 10","43110","977550550","0143","Tarragona","36","Tarragonès","43907","439076","La Canonja","00",,"01","La Canonja","347508.004","4553516.051","1.183591706","41.118629361","e3008237@xtec.cat","http://www.xtec.cat/centres/e3008237",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1183591706 41118629361)"
"2022/2023","2022","43008481","Institut Collblanc","1","Públic","01","Departament d'Educació","c. Carrasco i Formiguera, 12","43110","977551716","0143","Tarragona","36","Tarragonès","43907","439076","La Canonja","00",,"01","La Canonja","347875.674","4553714.597","1.187919928","41.120485931","e3008481@xtec.cat","http://agora.xtec.cat/iescollblanc",,,,,"ESO","BATX","AA01","CFPM",,,,,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1187919928 41120485931)"
"2023/2024","2023","43000251","Escola La Portalada","1","Públic","01","Departament d'Educació","c. Portalada, 7","43893","977650323","0143","Tarragona","36","Tarragonès","43012","430120","Altafulla","00",,"01","Altafulla","363360.611","4555771.771","1.371840713","41.141762846","e3000251@xtec.cat","http://e3000251.wixsite.com/escolalaportalada",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1371840713 41141762846)"
"2023/2024","2023","43007488","Llar d'infants Francesc Blanch i Ribé","1","Públic","04","Corporacions Locals","c. de la Mainada, s/n","43893","977650008","0143","Tarragona","36","Tarragonès","43012","430120","Altafulla","00",,"01","Altafulla","363565.488","4555737.497","1.374288654","41.141488704","e3007488@xtec.cat","http://www.xtec.cat/centres/e3007488",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1374288654 41141488704)"
"2023/2024","2023","43009977","Institut d'Altafulla","1","Públic","01","Departament d'Educació","c. Camí de l'Oliverot, s/n","43893","977651662","0143","Tarragona","36","Tarragonès","43012","430120","Altafulla","00",,"01","Altafulla","363893.816","4556142.403","1.378109558","41.145189777","e3009977@xtec.cat","https://agora.xtec.cat/insaltafulla",,,,,"ESO","BATX","AA01",,,,,,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1378109558 41145189777)"
"2023/2024","2023","43010402","Escola El Roquissar","1","Públic","01","Departament d'Educació","c. Roquissar, 8","43893","977651969","0143","Tarragona","36","Tarragonès","43012","430120","Altafulla","00",,"01","Altafulla","363790.877","4556338.671","1.376839780","41.146939775","e3010402@xtec.cat","http://agora.xtec.cat/escolaelroquissar/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1376839780 41146939775)"
"2023/2024","2023","43011297","Llar d'infants Hort de Pau","1","Públic","04","Corporacions Locals","c. de la Cabana-Sector PP5 l'Hort de Pau","43893",,"0143","Tarragona","36","Tarragonès","43012","430120","Altafulla","00",,"01","Altafulla","363682.524","4555331.543","1.375772886","41.137853004","e3011297@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1375772886 41137853004)"
"2023/2024","2023","43011674","Esc. de Música Municipal d'Altafulla","1","Públic","04","Corporacions Locals","c. Sant Antoni Abat, 11-13","43893",,"0143","Tarragona","36","Tarragonès","43012","430120","Altafulla","00",,"01","Altafulla","363645.163","4555635.804","1.375260275","41.140586415","e3011674@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1375260275 41140586415)"
"2023/2024","2023","43010499","CFA Pau Casals","1","Públic","01","Departament d'Educació","Trav. Comella Moro, 15 (CP Mas Enric)","43764","977240142","0143","Tarragona","36","Tarragonès","43043","430430","El Catllar","00",,"01","El Catllar","355455.779","4556553.604","1.277504149","41.147432851","e3010499@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1277504149 41147432851)"
"2023/2024","2023","43011261","Llar d'infants L'Agulla del Catllar","1","Públic","04","Corporacions Locals","c. de França, s/n","43764",,"0143","Tarragona","36","Tarragonès","43043","430430","El Catllar","00",,"01","El Catllar","359487.238","4559513.858","1.324847324","41.174795625","e3011261@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1324847324 41174795625)"
"2023/2024","2023","43012745","The British School of Costa Daurada","2","Privat","26","Societats Mercantils","c. del Mas de la Creu, 4","43764",,"0143","Tarragona","36","Tarragonès","43043","430430","El Catllar","00",,"01","El Catllar","353311.259","4553414.211","1.252710141","41.118781372","e3012745@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ESTR",,"POINT (1252710141 41118781372)"
"2023/2024","2023","43012812","Institut Escola L'Agulla","1","Públic","01","Departament d'Educació","av. Catalunya, 3","43764",,"0143","Tarragona","36","Tarragonès","43043","430430","El Catllar","00",,"01","El Catllar","359895.841","4559564.265","1.329705061","41.175320227","e3012812@xtec.cat","http://www.escolalagulla.com",,,"EINF2C","EPRI","ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1329705061 41175320227)"
"2023/2024","2023","43000895","Escola Mossèn Ramon Bergadà","1","Públic","01","Departament d'Educació","c. Jaume I, s/n","43120","977521790","0143","Tarragona","36","Tarragonès","43047","430477","Constantí","00",,"01","Constantí","350512.001","4557161.356","1.218469066","41.152008976","e3000895@xtec.cat","http://agora.xtec.cat/ceipramonbergada",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1218469066 41152008976)"
"2023/2024","2023","43000949","Escola agrària Mas Bové","1","Públic","02","Altres Departaments","Mas Bové,ct.Reus-Morell km.4(ap.cor.527)","43120","977343289","0143","Tarragona","36","Tarragonès","43047","430477","Constantí","00",,"01","Constantí","346072.764","4559899.431","1.164901997","41.175830613","e3000949@xtec.cat",,,,,,,,,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1164901997 41175830613)"
"2023/2024","2023","43005893","Escola Centcelles","1","Públic","01","Departament d'Educació","c. Joan Maragall, s/n","43120","977520504","0143","Tarragona","36","Tarragonès","43047","430477","Constantí","00",,"01","Constantí","350575.927","4557404.695","1.219171247","41.154211691","e3005893@xtec.cat","http://escolacentcelles.wixsite.com/escola",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1219171247 41154211691)"
"2023/2024","2023","43007646","Institut de Constantí","1","Públic","01","Departament d'Educació","c. Onze de Setembre, s/n","43120","977524011","0143","Tarragona","36","Tarragonès","43047","430477","Constantí","00",,"01","Constantí","350461.182","4557265.583","1.217838287","41.152938031","e3007646@xtec.cat","http://agora.xtec.cat/iesconstanti",,,,,"ESO","BATX",,,,,,,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1217838287 41152938031)"
"2023/2024","2023","43010451","Llar d'infants Gu-gu","1","Públic","04","Corporacions Locals","pl. de les Escoles Velles, s/n","43120","977523214","0143","Tarragona","36","Tarragonès","43047","430477","Constantí","00",,"01","Constantí","350338.025","4557100.325","1.216411556","41.151427396","e3010451@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1216411556 41151427396)"
"2023/2024","2023","43005364","Escola Les Eres","1","Públic","01","Departament d'Educació","c. Onze de Setembre, s/n","43838","977800597","0143","Tarragona","36","Tarragonès","43050","430509","Creixell","00",,"01","Creixell","368835.424","4558866.727","1.436391162","41.170535256","e3005364@xtec.cat","https://agora.xtec.cat/esc-leseresdecreixell/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1436391162 41170535256)"
"2023/2024","2023","43009667","Llar d'infants Municipal de Creixell","1","Públic","04","Corporacions Locals","c. Coma, 30","43838","977801265","0143","Tarragona","36","Tarragonès","43050","430509","Creixell","00",,"01","Creixell","369326.572","4558201.329","1.442385978","41.164622908","e3009667@xtec.cat","http://www.xtec.cat/centres/e3009667",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1442385978 41164622908)"
"2023/2024","2023","43011649","Llar d'infants Nova Guarderia","1","Públic","04","Corporacions Locals","c. Onze de Setembre, 4","43838",,"0143","Tarragona","36","Tarragonès","43050","430509","Creixell","00",,"01","Creixell","368756.989","4558811.544","1.435468293","41.170025657","e3011649@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1435468293 41170025657)"
"2023/2024","2023","43012241","Escola Bressol L'Estel de Mar","1","Públic","04","Corporacions Locals","c. Vendrell, 7","43838",,"0143","Tarragona","36","Tarragonès","43050","430509","Creixell","00",,"01","Creixell","369326.572","4558201.329","1.442385978","41.164622908","e3012241@xtec.cat","www.esteldemar.com",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1442385978 41164622908)"
"2023/2024","2023","43001735","Escola Ventura Gassol","1","Públic","01","Departament d'Educació","camí de Reus, 13","43760","977840209","0143","Tarragona","36","Tarragonès","43095","430957","El Morell","00",,"01","El Morell","349404.901","4561540.384","1.204204671","41.191230949","e3001735@xtec.cat","http://escolaventuragassol.blogspot.com.es/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1204204671 41191230949)"
"2023/2024","2023","43008407","Institut El Morell","1","Públic","01","Departament d'Educació","c. César Martinell, 1","43760","977842057","0143","Tarragona","36","Tarragonès","43095","430957","El Morell","00",,"01","El Morell","349280.575","4561703.996","1.202682525","41.192680907","e3008407@xtec.cat","http://agora.xtec.cat/institutelmorell",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1202682525 41192680907)"
"2023/2024","2023","43009931","Llar d'infants Dolça del Morell","1","Públic","04","Corporacions Locals","pl. de l'Estatut, s/n","43760","977841510","0143","Tarragona","36","Tarragonès","43095","430957","El Morell","00",,"01","El Morell","349594.885","4561442.782","1.206493096","41.190387483","e3009931@xtec.cat","http://www.xtec.cat/centres/e3009931",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1206493096 41190387483)"
"2023/2024","2023","43012231","Esc. de Música Municipal El Morell","1","Públic","04","Corporacions Locals","rbla. Maragall, 40","43760",,"0143","Tarragona","36","Tarragonès","43095","430957","El Morell","00",,"01","El Morell","349982.353","4561434.855","1.211113249","41.190387961","e3012231@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1211113249 41190387961)"
"2023/2024","2023","43005467","Escola Les Codinetes","1","Públic","01","Departament d'Educació","Raval dels Hostalets, s/n","43763","977655390","0143","Tarragona","36","Tarragonès","43097","430976","La Nou de Gaià","00",,"01","La Nou de Gaià","363814.439","4560411.865","1.376215082","41.183620223","e3005467@xtec.cat","http://agora.xtec.cat/ceiplescodinetes",,"EINF1C","EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1376215082 41183620223)"
"2023/2024","2023","43011042","Llar d'infants La Palmera","1","Públic","04","Corporacions Locals","c. Sants Cosme i Damià, 4","43763","977655258","0143","Tarragona","36","Tarragonès","43097","430976","La Nou de Gaià","00",,"01","La Nou de Gaià","363895.715","4560470.257","1.377170807","41.184159659","e3011042@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1377170807 41184159659)"
"2023/2024","2023","43001826","Escola Sant Sebastià","1","Públic","01","Departament d'Educació","av. Catalunya, 12","43151","977610539","0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","355098.021","4559510.916","1.272543456","41.173996334","e3001826@xtec.cat","http://agora.xtec.cat/escolasantsebastia",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1272543456 41173996334)"
"2023/2024","2023","43009564","LLI privada Can Petits","2","Privat","27","Societats Civils","c. Tarragona, 6","43151","977610658","0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","355078.706","4559368.708","1.272346939","41.172712454","e3009564@xtec.cat","http://www.xtec.cat/centres/e3009564",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1272346939 41172712454)"
"2023/2024","2023","43010591","Escola Arquitecte Jujol","1","Públic","01","Departament d'Educació","av. Catalunya, 6","43151","977627124","0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","355019.312","4559527.223","1.271601673","41.174129084","e3010591@xtec.cat","www.escolaarquitectejujol.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1271601673 41174129084)"
"2023/2024","2023","43010748","Institut Els Pallaresos","1","Públic","01","Departament d'Educació","av. Catalunya, 12","43151","977627203","0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","355098.021","4559510.916","1.272543456","41.173996334","e3010748@xtec.cat","https://agora.xtec.cat/ieselspallaresos",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1272543456 41173996334)"
"2023/2024","2023","43012563","Escola Bressol Els Pallaresos","1","Públic","04","Corporacions Locals","c. Gregal, 2-4","43151",,"0143","Tarragona","36","Tarragonès","43100","431009","Els Pallaresos","00",,"05","Els Pallaresos","354697.643","4558367.451","1.268043632","41.163629072","e3012563@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1268043632 41163629072)"
"2023/2024","2023","43007476","Llar d'infants Perafort","1","Públic","04","Corporacions Locals","av. de Catalunya, s/n","43152","977610123","0143","Tarragona","36","Tarragonès","43103","431037","Perafort","00",,"01","Perafort","353735.598","4561138.831","1.255919499","41.188409003","e3007476@xtec.cat","http://www.xtec.cat/centres/e3007476",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1255919499 41188409003)"
"2023/2024","2023","43009886","Escola Josep Veciana","1","Públic","01","Departament d'Educació","av. Catalunya, s/n","43152","977610404","0143","Tarragona","36","Tarragonès","43103","431037","Perafort","00",,"01","Perafort","353735.598","4561138.831","1.255919499","41.188409003","e3009886@xtec.cat","http://agora.xtec.cat/esc-josepveciana/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1255919499 41188409003)"
"2023/2024","2023","43005480","Escola Mare de Déu del Lledó","1","Públic","01","Departament d'Educació","av. Guillem de Montoliu, s/n","43140","977840851","0143","Tarragona","36","Tarragonès","43109","431093","La Pobla de Mafumet","00",,"01","La Pobla de Mafumet","349723.953","4560777.677","1.208194757","41.184423143","e3005480@xtec.cat","https://agora.xtec.cat/escolamarededeudellledo/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1208194757 41184423143)"
"2023/2024","2023","43008936","Llar d'infants L'Esquirol","1","Públic","04","Corporacions Locals","c. Marià Fortuny, s/n","43140","977842241","0143","Tarragona","36","Tarragonès","43109","431093","La Pobla de Mafumet","00",,"01","La Pobla de Mafumet","349727.435","4560939.168","1.208196608","41.185877779","e3008936@xtec.cat","http://www.xtec.cat/centres/e3008936",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1208196608 41185877779)"
"2023/2024","2023","43012186","Llar d'infants Nou Esquirol","1","Públic","04","Corporacions Locals","c. Mina de Madró, cantonada Molí Tendre","43140",,"0143","Tarragona","36","Tarragonès","43109","431093","La Pobla de Mafumet","00",,"01","La Pobla de Mafumet","349732.223","4560842.286","1.208277456","41.185006386","e3012186@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1208277456 41185006386)"
"2023/2024","2023","43012885","CENAFE La Pobla de Mafumet","2","Privat","41","Persones Físiques","av. Generalitat, 20","43140",,"0143","Tarragona","36","Tarragonès","43109","431093","La Pobla de Mafumet","00",,"01","La Pobla de Mafumet","349777.466","4561034.916","1.208769378","41.186749131","e3012885@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1208769378 41186749131)"
"2023/2024","2023","43005145","Escola Els Ametllers","1","Públic","01","Departament d'Educació","pg. de l'Estació, 2","43761","977648259","0143","Tarragona","36","Tarragonès","43111","431114","La Pobla de Montornès","00",,"01","La Pobla de Montornès","367061.011","4560062.605","1.414986514","41.181014494","e3005145@xtec.cat","http://agora.xtec.cat/ceipelsametllers",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1414986514 41181014494)"
